PropertyID,Borough,State,Surroundings,Address,ZipCode,Block,Lot,BldgClassCategory,NoOfResidentialUnits,NoOfCommercialUnits,TotalNoOfUnits,LandAreaInSqFt,GrossAreaInSqFt,YearOfConstruction,TaxClass_AtEvaluationTime,BldgClass_AtEvaluationTime,DateOfEvaluation,PropertyEvaluationvalue
PR13693,5,NY,QUEENS VILLAGE,114-82 225TH STREET,11411,11268,118,01 ONE FAMILY DWELLINGS,1,0,1,1800,1080,1946,1,A5,13-12-2014,510000
PR13694,5,NY,QUEENS VILLAGE,110-27 MONTEREY STREET,11429,11147,6,02 TWO FAMILY DWELLINGS,2,0,2,4000,2288,1956,1,B2,15-03-2015,425000
PR13695,5,NY,QUEENS VILLAGE,89-46 217TH   STREET,11427,10660,52,01  ONE FAMILY HOMES,1,0,1,2200,1683,1950,1,A5,25-09-2012,372000
PR13696,5,NY,QUEENS VILLAGE,227-36 111TH AVENUE,11429,11212,33,01  ONE FAMILY HOMES,1,0,1,4269,1063,1950,1,A0,22-10-2012,340000
PR13697,5,NY,QUEENS VILLAGE,8655 RANGE STREET,11427,7952,12,02 TWO FAMILY DWELLINGS,2,0,2,4000,1824,1946,1,B3,28-06-2014,660000
PR13698,5,NY,QUEENS VILLAGE,86-76 MUSKET STREET,11427,7950,141,01  ONE FAMILY HOMES,1,0,1,3900,1321,1950,1,A0,22-01-2013,265400
PR13699,5,NY,QUEENS VILLAGE,218-65 98TH   AVENUE,11429,10783,42,07  RENTALS - WALKUP APARTMENTS,20,0,20,26468,16037,1948,2,C9,08-07-2013,1905962
PR13700,5,NY,QUEENS VILLAGE,223-29 103RD AVENUE,11429,11159,11,01 ONE FAMILY DWELLINGS,1,0,1,3910,1163,1946,1,A0,30-03-2015,104000
PR13701,5,NY,QUEENS VILLAGE,89-02 221ST PLACE,11427,10667,40,01  ONE FAMILY HOMES,1,0,1,4000,1108,1950,1,A2,21-12-2012,435000
PR13702,5,NY,QUEENS VILLAGE,107-15 227TH STREET,11429,11193,18,01  ONE FAMILY HOMES,1,0,1,4000,1063,1950,1,A0,08-02-2013,216750
PR13703,5,NY,QUEENS VILLAGE,221-28 BRADDOCK AVENUE,11427,10667,39,01 ONE FAMILY DWELLINGS,1,0,1,8300,1576,1946,1,A2,09-04-2014,599000
PR13704,5,NY,QUEENS VILLAGE,80-38 231ST   STREET,11427,7916,20,01  ONE FAMILY HOMES,1,0,1,5000,1321,1950,1,A2,01-02-2013,515000
PR13705,5,NY,QUEENS VILLAGE,8054 234TH STREET,11427,7919,32,01 ONE FAMILY DWELLINGS,1,0,1,4000,1073,1941,1,A2,06-04-2014,620000
PR13706,5,NY,QUEENS VILLAGE,107-20 227TH STREET,11429,11191,44,01 ONE FAMILY DWELLINGS,1,0,1,3600,1158,1946,1,A0,11-12-2014,456000
PR13707,5,NY,QUEENS VILLAGE,95-30 222ND STREET,11429,10789,281,01 ONE FAMILY DWELLINGS,1,0,1,2112,1288,2000,1,A5,12-06-2014,515000
PR13708,5,NY,QUEENS VILLAGE,81-15 229TH STREET,11427,7915,5,01 ONE FAMILY DWELLINGS,1,0,1,4000,1175,1946,1,A2,15-02-2015,650000
PR13709,5,NY,QUEENS VILLAGE,217-11 HEMPSTEAD AVENUE,11429,10761,79,01 ONE FAMILY DWELLINGS,1,0,1,1550,1528,1956,1,A5,15-02-2015,487500
PR13710,5,NY,QUEENS VILLAGE,114-57 225TH STREET,11411,11269,64,02 TWO FAMILY DWELLINGS,2,0,2,3300,2352,1941,1,B2,10-01-2015,649000
PR13711,5,NY,QUEENS VILLAGE,216-03 104TH AVENUE,11429,11092,1,01 ONE FAMILY DWELLINGS,1,0,1,3325,1127,1941,1,A0,01-11-2014,260000
PR13712,5,NY,QUEENS VILLAGE,227-26 112 AVENUE,11429,11227,86,01 ONE FAMILY DWELLINGS,1,0,1,4000,1020,1941,1,A0,20-02-2015,525000
PR13713,5,NY,QUEENS VILLAGE,88-34 RANSOM STREET,11427,7968,50,02 TWO FAMILY DWELLINGS,2,0,2,3950,1321,1951,1,B3,12-04-2014,685000
PR13714,5,NY,QUEENS VILLAGE,222-06 92ND AVENUE,11428,10753,10,01 ONE FAMILY DWELLINGS,1,0,1,1343,1300,1941,1,A5,07-09-2014,475000
PR13715,5,NY,QUEENS VILLAGE,99-37 213TH ST,11429,11087,4,01 ONE FAMILY DWELLINGS,1,0,1,2200,1382,2002,1,A1,07-06-2014,250000
PR13716,5,NY,QUEENS VILLAGE,217-11 HEMPSTEAD AVE,11429,10761,79,01  ONE FAMILY HOMES,1,0,1,1550,1528,1960,1,A5,31-05-2013,150000
PR13717,5,NY,QUEENS VILLAGE,89-81 217TH STREET,11427,10661,10,01  ONE FAMILY HOMES,1,0,1,2200,1638,1950,1,A5,25-03-2013,345000
PR13718,5,NY,QUEENS VILLAGE,227-42 114TH ROAD,11411,11255,24,01 ONE FAMILY DWELLINGS,1,0,1,3800,1031,1946,1,A0,19-04-2014,160000
PR13719,5,NY,QUEENS VILLAGE,217-67 HEMPSTEAD AVENUE,11429,10761,52,01 ONE FAMILY DWELLINGS,1,0,1,1200,1432,1956,1,A5,12-06-2014,530000
PR13720,5,NY,QUEENS VILLAGE,225-38 113TH DRIVE,11429,11245,79,01 ONE FAMILY DWELLINGS,1,0,1,4000,672,1946,1,A2,31-07-2014,390000
PR13721,5,NY,QUEENS VILLAGE,89-50 220TH   STREET,11427,10665,73,01  ONE FAMILY HOMES,1,0,1,1800,1530,1950,1,A5,19-04-2013,300000
PR13722,5,NY,QUEENS VILLAGE,225-27 108TH AVENUE,11429,11191,50,01 ONE FAMILY DWELLINGS,1,0,1,4000,1158,1946,1,A0,26-11-2014,430000
PR13723,5,NY,QUEENS VILLAGE,89-60 SPRINGFIELD BLVD,11427,10664,87,01  ONE FAMILY HOMES,1,0,1,1656,1683,1945,1,A5,18-04-2013,305000
PR13724,5,NY,QUEENS VILLAGE,110-26 SPRINGFIELD BLVD,11429,11147,37,01 ONE FAMILY DWELLINGS,1,0,1,4250,1170,1951,1,A2,03-12-2014,690000
PR13725,5,NY,QUEENS VILLAGE,218-03 93RD AVENUE,11428,10701,48,01 ONE FAMILY DWELLINGS,1,0,1,3534,1225,1941,1,A2,22-06-2014,660000
PR13726,5,NY,KEW GARDENS,8291 116 STREET,11418,3321,376,02 TWO FAMILY DWELLINGS,2,0,2,1996,1800,1971,1,B9,14-05-2014,1150000
PR13727,5,NY,KEW GARDENS,85-08 125TH STREET,11415,9270,111,02 TWO FAMILY DWELLINGS,2,0,2,1389,1425,2001,1,B2,05-10-2014,760000
PR13728,5,NY,KEW GARDENS,84-20 130TH STREET,11415,9250,21,02  TWO FAMILY HOMES,2,0,2,2500,2034,2007,1,B2,09-01-2013,600000
PR13729,5,NY,KEW GARDENS,84-20A 130 STREET,11415,9250,22,02  TWO FAMILY HOMES,2,0,2,2500,2034,2007,1,B2,22-07-2013,600000
PR13730,5,NY,KEW GARDENS,85-33 LEFFERTS BOULEVARD,11415,9265,136,03 THREE FAMILY DWELLINGS,3,0,3,1977,2800,1983,1,C0,23-08-2014,1270000
PR13731,5,NY,KEW GARDENS,136-11 87TH AVENUE,11418,9631,20,02  TWO FAMILY HOMES,2,0,2,4000,2250,1945,1,B3,27-12-2012,290000
PR13732,5,NY,KEW GARDENS,"84-20 AUSTIN STREET, 5G",11415,9245,300,08 RENTALS - ELEVATOR APARTMENTS,68,0,68,19360,53252,1951,2,D1,29-06-2014,225000
PR13733,5,NY,KEW GARDENS,85-15 120TH STREET,11415,9266,1037,13 CONDOS - ELEVATOR APARTMENTS,1,0,1,18824,988,2009,2,R4,20-11-2014,643534
PR13734,5,NY,KEW GARDENS,121-05 84TH   AVENUE,11415,9231,38,03  THREE FAMILY HOMES,3,0,3,2220,3160,1970,1,C0,03-07-2013,929000
PR13735,5,NY,KEW GARDENS,134-15 HILLSIDE AVENUE,11418,9621,14,08 RENTALS - ELEVATOR APARTMENTS,28,2,30,7080,39849,2008,2,D6,04-01-2015,4073217
PR13736,5,NY,KEW GARDENS,85-24 LEFFERTS BLVD.,11415,9261,17,03  THREE FAMILY HOMES,3,0,3,2775,3258,1985,1,C0,14-09-2012,840000
PR13737,5,NY,RICHMOND HILL,132-10 JAMAICA AVENUE,11418,9340,104,35 INDOOR PUBLIC AND CULTURAL FACILITIES,0,1,1,13500,12360,1963,4,P9,17-05-2014,5000000
PR13738,5,NY,RICHMOND HILL,91-31 118TH STREET,11418,9350,50,02 TWO FAMILY DWELLINGS,2,0,2,3680,3040,1971,1,B2,18-01-2015,1085000
PR13739,5,NY,RICHMOND HILL,95-15 110 STREET,11419,9412,1,02 TWO FAMILY DWELLINGS,2,0,2,5000,1575,1946,1,B1,10-05-2014,775000
PR13740,5,NY,RICHMOND HILL,103-79 102ND STREET,11417,9506,45,03  THREE FAMILY HOMES,3,0,3,2000,3309,1960,1,C0,17-04-2013,520000
PR13741,5,NY,RICHMOND HILL,95-33 LEFFERTS BOULEVARD,11419,9455,35,03  THREE FAMILY HOMES,3,0,3,2975,2836,1960,1,C0,20-12-2012,605000
PR13742,5,NY,RICHMOND HILL,105-20 101ST ROAD,11416,9423,176,01 ONE FAMILY DWELLINGS,1,0,1,2802,902,1941,1,A5,11-06-2014,290000
PR13743,5,NY,RICHMOND HILL,9441 110TH STREET,11419,9396,37,02 TWO FAMILY DWELLINGS,2,0,2,4022,2400,1951,1,B1,01-03-2015,950000
PR13744,5,NY,RICHMOND HILL,97-06 VAN WYCK EXPWY SR W,11419,9483,18,02  TWO FAMILY HOMES,2,0,2,2678,2880,2000,1,B1,06-06-2013,500000
PR13745,5,NY,RICHMOND HILL,127-08 97TH   AVENUE,11419,9472,4,03  THREE FAMILY HOMES,3,0,3,1413,2355,2006,1,C0,03-05-2013,490000
PR13746,5,NY,RICHMOND HILL,119-17 109 AVENUE,11420,9599,42,02  TWO FAMILY HOMES,2,0,2,3864,1455,1945,1,B1,12-09-2012,492000
PR13747,5,NY,RICHMOND HILL,109-54 PARK LANE SOUTH,11418,9206,48,01 ONE FAMILY DWELLINGS,1,0,1,4000,2230,1946,1,A1,28-02-2015,920000
PR13748,5,NY,RICHMOND HILL,134-11 109TH AVENUE,11420,9614,33,02 TWO FAMILY DWELLINGS,2,0,2,3840,1268,1956,1,B3,11-01-2015,545000
PR13749,5,NY,RICHMOND HILL,102-28 JAMAICA AVENUE,11418,9288,13,14  RENTALS - 4-10 UNIT,4,1,5,2100,4704,2007,2,S4,16-04-2013,875000
PR13750,5,NY,RICHMOND HILL,120-12 103 AVENUE,11419,9558,6,02 TWO FAMILY DWELLINGS,2,0,2,2928,2400,1998,1,B2,06-07-2014,770000
PR13751,5,NY,RICHMOND HILL,105-29 VAN SICLEN STREET,11419,9592,69,01  ONE FAMILY HOMES,1,0,1,1280,2080,2006,1,A1,24-07-2013,180000
PR13752,5,NY,RICHMOND HILL,8560 116TH ST,11418,9223,29,02 TWO FAMILY DWELLINGS,2,0,2,6100,2184,1946,1,B1,09-08-2014,950000
PR13753,5,NY,RICHMOND HILL,134-12 ATLANTIC AVENUE,11419,9450,34,30  WAREHOUSES,0,1,1,19500,16360,1951,4,E3,28-06-2013,2500000
PR13754,5,NY,RICHMOND HILL,120-07 95 AVENUE,11419,9438,134,03  THREE FAMILY HOMES,3,0,3,2605,3255,2005,1,C0,26-07-2013,631315
PR13755,5,NY,RICHMOND HILL,120-07 95 AVE,11419,9438,134,03 THREE FAMILY DWELLINGS,3,0,3,2605,2655,2001,1,C0,27-07-2014,890000
PR13756,5,NY,RICHMOND HILL,95-08 118TH STREET,11419,9452,10,03 THREE FAMILY DWELLINGS,3,0,3,2051,2937,2005,1,C0,27-06-2014,995000
PR13757,5,NY,RICHMOND HILL,10367 102ND STREET,11417,9506,52,03  THREE FAMILY HOMES,3,0,3,2900,3013,1960,1,C0,19-02-2013,183333
PR13758,5,NY,RICHMOND HILL,97-30 116 STREET,11419,9417,42,02  TWO FAMILY HOMES,2,0,2,2785,1,2010,1,B1,28-06-2013,260000
PR13759,5,NY,RICHMOND HILL,87-77 118TH STREET,11418,9328,60,02  TWO FAMILY HOMES,2,0,2,3499,2190,2009,1,B1,08-11-2012,565000
PR13760,5,NY,RICHMOND HILL,108-09 97 AVENUE,11419,9394,23,03 THREE FAMILY DWELLINGS,3,0,3,2500,3111,2003,1,C0,24-07-2014,1132000
PR13761,5,NY,RICHMOND HILL,9532 116TH STREET,11419,9417,21,02 TWO FAMILY DWELLINGS,2,0,2,2668,2184,1961,1,B1,27-02-2015,375000
PR13762,5,NY,RICHMOND HILL,97-30 108TH STREET,11419,9409,18,02 TWO FAMILY DWELLINGS,2,0,2,1650,1395,1941,1,B3,26-03-2015,295000
PR13763,5,NY,RICHMOND HILL,121-11 LIBERTY AVENUE,11419,9559,36,21  OFFICE BUILDINGS,0,1,1,3430,3430,1970,4,O6,21-12-2012,3500000
PR13764,5,NY,RICHMOND HILL,107-63 124 STREET,11419,9604,55,01 ONE FAMILY DWELLINGS,1,0,1,2218,1440,1956,1,A5,11-06-2014,510000
PR13765,5,NY,RICHMOND HILL,118-04 95TH AVENUE,11419,9454,1,03  THREE FAMILY HOMES,3,0,3,2478,2892,2004,1,C0,19-10-2012,700000
PR13766,5,NY,RICHMOND HILL,104-28 128TH   STREET,11419,9581,22,02  TWO FAMILY HOMES,2,0,2,2975,2218,2007,1,B1,19-04-2013,325000
PR13767,5,NY,CAMBRIA HEIGHTS,115-44 225TH STREET,11411,11288,56,01 ONE FAMILY DWELLINGS,1,0,1,4000,1246,1946,1,A2,28-02-2015,550000
PR13768,5,NY,CAMBRIA HEIGHTS,117-16 232ND STREET,11411,12748,113,01 ONE FAMILY DWELLINGS,1,0,1,4000,1144,1946,1,A2,06-03-2015,425880
PR13769,5,NY,CAMBRIA HEIGHTS,226-03 LINDEN BOULEVARD,11411,11327,9,05  TAX CLASS 1 VACANT LAND,2,0,2,3361,2268,2012,1,V0,09-08-2012,560000
PR13770,5,NY,CAMBRIA HEIGHTS,118-20 236TH STREET,11411,12772,212,01 ONE FAMILY DWELLINGS,1,0,1,4400,1650,1941,1,A1,09-01-2015,580000
PR13771,5,NY,CAMBRIA HEIGHTS,119-40 236TH   STREET,11411,12795,74,01 ONE FAMILY DWELLINGS,1,0,1,4000,1125,1956,1,A2,24-04-2014,160000
PR13772,5,NY,CAMBRIA HEIGHTS,120-39 234TH   STREET,11411,12819,9,01  ONE FAMILY HOMES,1,0,1,4000,1041,1945,1,A2,20-06-2013,400000
PR13773,5,NY,CAMBRIA HEIGHTS,120-38 235TH STREET,11411,12819,47,01 ONE FAMILY DWELLINGS,1,0,1,4000,1111,1941,1,A2,29-01-2015,175000
PR13774,5,NY,CAMBRIA HEIGHTS,11607 228 STREET,11411,11329,32,01 ONE FAMILY DWELLINGS,1,0,1,4000,1525,1951,1,A1,28-06-2014,550000
PR13775,5,NY,CAMBRIA HEIGHTS,115-39 229TH STREET,11411,11293,16,01  ONE FAMILY HOMES,1,0,1,4000,2253,1945,1,A2,25-04-2013,190000
PR13776,5,NY,CAMBRIA HEIGHTS,120-30 238TH STREET,11411,12822,52,01  ONE FAMILY HOMES,1,0,1,4100,1252,1950,1,A2,29-11-2012,370000
PR13777,5,NY,CAMBRIA HEIGHTS,120-44 233RD   STREET,11411,12817,47,01 ONE FAMILY DWELLINGS,1,0,1,4000,1112,1946,1,A2,25-04-2014,525000
PR13778,5,NY,CAMBRIA HEIGHTS,119-05 224TH STREET,11411,12784,48,01 ONE FAMILY DWELLINGS,1,0,1,3842,1268,1941,1,A2,03-05-2014,430000
PR13779,5,NY,CAMBRIA HEIGHTS,115-29 227TH STREET,11411,11291,21,01  ONE FAMILY HOMES,1,0,1,2600,784,1945,1,A5,11-10-2012,170000
PR13780,5,NY,CAMBRIA HEIGHTS,118-40 235 STREET,11411,12771,47,01  ONE FAMILY HOMES,1,0,1,4000,1166,1945,1,A2,20-09-2012,340000
PR13781,5,NY,CAMBRIA HEIGHTS,11542 226 STREET,11411,11289,56,01  ONE FAMILY HOMES,1,0,1,4000,1304,1945,1,A2,20-05-2013,370000
PR13782,5,NY,CAMBRIA HEIGHTS,120-40 233RD STREET,11411,12817,45,01 ONE FAMILY DWELLINGS,1,0,1,4000,1112,1946,1,A2,10-09-2014,535000
PR13783,5,NY,CAMBRIA HEIGHTS,115-38 232ND   STREET,11411,11295,55,01  ONE FAMILY HOMES,1,0,1,5000,1094,1945,1,A2,05-11-2012,422000
PR13784,5,NY,CAMBRIA HEIGHTS,115-78 230TH STREET,11411,11311,38,01 ONE FAMILY DWELLINGS,1,0,1,4000,1188,1941,1,A2,07-09-2014,535000
PR13785,5,NY,CAMBRIA HEIGHTS,115-01 230TH STREET,11411,11294,35,01 ONE FAMILY DWELLINGS,1,0,1,4400,1220,1941,1,A2,09-05-2014,340000
PR13786,5,NY,CAMBRIA HEIGHTS,119-40 226TH STREET,11411,12785,70,01  ONE FAMILY HOMES,1,0,1,4200,1055,1945,1,A2,01-07-2013,350000
PR13787,5,NY,CAMBRIA HEIGHTS,119-14 230TH STREET,11411,12789,66,01 ONE FAMILY DWELLINGS,1,0,1,4000,1455,1941,1,A2,11-06-2014,490000
PR13788,5,NY,CAMBRIA HEIGHTS,118-51 226TH STREET,11411,12763,37,01 ONE FAMILY DWELLINGS,1,0,1,4000,1038,1946,1,A2,15-01-2015,405235
PR13789,5,NY,CAMBRIA HEIGHTS,119-10 223RD STREET,11411,12782,53,01 ONE FAMILY DWELLINGS,1,0,1,3900,1313,1941,1,A2,10-12-2014,405600
PR13790,5,NY,CAMBRIA HEIGHTS,115-29 227TH STREET,11411,11291,21,01  ONE FAMILY HOMES,1,0,1,2600,784,1945,1,A5,20-05-2013,357000
PR13791,5,NY,CAMBRIA HEIGHTS,225-01 LINDEN BOULEVARD,11411,11326,1,22  STORE BUILDINGS,0,8,8,20000,12000,1945,4,K1,19-03-2013,3200000
PR13792,5,NY,CAMBRIA HEIGHTS,118-48 231ST   STREET,11411,12767,106,01  ONE FAMILY HOMES,1,0,1,4000,980,1945,1,A2,12-07-2013,317000
PR13793,5,NY,CAMBRIA HEIGHTS,117-42 228TH   STREET,11411,12744,79,01  ONE FAMILY HOMES,1,0,1,4000,1145,1945,1,A2,06-03-2013,345744
PR13794,5,NY,CAMBRIA HEIGHTS,120-08 225TH STREET,11411,12809,32,01  ONE FAMILY HOMES,1,0,1,4000,1163,1945,1,A2,24-04-2013,220000
PR13795,5,NY,CAMBRIA HEIGHTS,115-13 227TH   STREET,11411,11291,29,01  ONE FAMILY HOMES,1,0,1,2000,1176,1945,1,A5,07-02-2013,182520
PR13796,5,NY,CAMBRIA HEIGHTS,120-30 226TH STREET,11411,12810,102,01 ONE FAMILY DWELLINGS,1,0,1,4000,1150,1941,1,A2,20-09-2014,685000
PR13797,5,NY,CAMBRIA HEIGHTS,1151-16 220TH STREET,11429,11301,101,02 TWO FAMILY DWELLINGS,2,0,2,3000,1580,1946,1,B3,24-07-2014,420000
PR13798,5,NY,CAMBRIA HEIGHTS,120-41 SPRINGFIELD BLVD,11411,12799,7,01 ONE FAMILY DWELLINGS,1,0,1,6220,1340,1946,1,A2,18-12-2014,525000
PR13799,5,NY,CAMBRIA HEIGHTS,115-64 229TH STREET,11411,11310,29,01 ONE FAMILY DWELLINGS,1,0,1,4000,1140,1946,1,A2,27-03-2015,550000
PR13800,5,NY,CAMBRIA HEIGHTS,115-69 223RD STREET,11411,11305,30,01 ONE FAMILY DWELLINGS,1,0,1,3600,1211,1946,1,A2,07-08-2014,483670
PR13801,5,NY,CAMBRIA HEIGHTS,120-30 226TH STREET,11411,12810,102,01 ONE FAMILY DWELLINGS,1,0,1,4000,1150,1941,1,A2,25-05-2014,392000
PR13802,5,NY,CAMBRIA HEIGHTS,119-16 226TH   STREET,11411,12785,58,01  ONE FAMILY HOMES,1,0,1,4000,1055,1945,1,A2,15-08-2012,255500
PR13803,5,NY,CAMBRIA HEIGHTS,118-08 227TH   STREET,11411,12763,5,01  ONE FAMILY HOMES,1,0,1,4000,1128,1950,1,A2,07-09-2012,283000
PR13804,5,NY,CAMBRIA HEIGHTS,223-04 LINDEN BOULEVARD,11411,12740,56,01 ONE FAMILY DWELLINGS,1,0,1,2668,1248,1956,1,A5,30-08-2014,344874
PR13805,5,NY,CAMBRIA HEIGHTS,119-07 227TH   STREET,11411,12787,82,01  ONE FAMILY HOMES,1,0,1,4000,1738,1945,1,A2,26-12-2012,273679
PR13806,5,NY,CAMBRIA HEIGHTS,119-07 227TH   STREET,11411,12787,82,01  ONE FAMILY HOMES,1,0,1,4000,1738,1945,1,A2,05-07-2013,420000
PR13807,5,NY,CAMBRIA HEIGHTS,120-42 231ST STREET,11411,12815,49,01 ONE FAMILY DWELLINGS,1,0,1,4000,1077,1941,1,A2,20-07-2014,590000
PR13808,5,NY,CAMBRIA HEIGHTS,115-22 226TH STREET,11411,11289,46,01 ONE FAMILY DWELLINGS,1,0,1,4000,1125,1941,1,A2,11-01-2015,305000
PR13809,5,NY,CAMBRIA HEIGHTS,119-39 227TH STREET,11411,12787,66,01 ONE FAMILY DWELLINGS,1,0,1,5292,1120,1941,1,A2,21-05-2014,519500
PR13810,5,NY,CAMBRIA HEIGHTS,119-45 231ST STREET,11411,12791,107,01 ONE FAMILY DWELLINGS,1,0,1,4000,1250,1941,1,A2,20-07-2014,600000
PR13811,5,NY,CAMBRIA HEIGHTS,116-52 233 STREET,11411,11333,68,01 ONE FAMILY DWELLINGS,1,0,1,4000,1020,1946,1,A2,22-01-2015,475000
PR13812,5,NY,CAMBRIA HEIGHTS,219-16 118TH AVENUE,11411,12756,7,01 ONE FAMILY DWELLINGS,1,0,1,4000,888,1951,1,A2,11-03-2015,314500
PR13813,5,NY,CAMBRIA HEIGHTS,226-05 LINDEN BOULEVARD,11411,11327,8,01  ONE FAMILY HOMES,1,0,1,2511,1500,2012,1,A5,20-12-2012,418275
PR13814,5,NY,CAMBRIA HEIGHTS,120-46 238TH STREET,11411,12822,60,01 ONE FAMILY DWELLINGS,1,0,1,4100,882,1946,1,A2,04-03-2015,666588
PR13815,5,NY,CAMBRIA HEIGHTS,118-69 FRANCIS LEWIS BLVD,11411,12754,46,02 TWO FAMILY DWELLINGS,2,0,2,12555,2376,1946,1,B1,25-02-2015,275000
PR13816,5,NY,CAMBRIA HEIGHTS,119-49 234TH STREET,11411,12794,144,01 ONE FAMILY DWELLINGS,1,0,1,4000,1095,1941,1,A2,20-09-2014,400000
PR13817,5,NY,CAMBRIA HEIGHTS,118-59 223 STREET,11411,12760,98,01  ONE FAMILY HOMES,1,0,1,4000,1281,1945,1,A2,28-11-2012,395000
PR13818,5,NY,CAMBRIA HEIGHTS,115-85 224TH STREET,11411,11306,19,01 ONE FAMILY DWELLINGS,1,0,1,3850,1125,1941,1,A2,06-06-2014,510000
PR13819,5,NY,CAMBRIA HEIGHTS,118-01 224TH STREET,11411,12761,1,01  ONE FAMILY HOMES,1,0,1,4000,1340,1945,1,A2,24-07-2013,433000
PR13820,5,NY,CAMBRIA HEIGHTS,117-34 228TH   STREET,11411,12744,75,01  ONE FAMILY HOMES,1,0,1,4000,1145,1945,1,A2,20-08-2012,340000
PR13821,5,NY,CAMBRIA HEIGHTS,223-04 LINDEN BLVD,11411,12740,56,01 ONE FAMILY DWELLINGS,1,0,1,2668,1248,1956,1,A5,01-03-2015,567000
PR13822,5,NY,CAMBRIA HEIGHTS,119-50 230TH   STREET,11411,12789,83,01  ONE FAMILY HOMES,1,0,1,3875,1270,1945,1,A2,08-01-2013,410000
PR13823,5,NY,CAMBRIA HEIGHTS,119-02 225TH   STREET,11411,12784,2,01  ONE FAMILY HOMES,1,0,1,4000,1268,1945,1,A2,25-04-2013,310000
PR13824,5,NY,CAMBRIA HEIGHTS,119-49 234TH STREET,11411,12794,144,01 ONE FAMILY DWELLINGS,1,0,1,4000,1095,1941,1,A2,27-02-2015,585000
PR13825,5,NY,CAMBRIA HEIGHTS,118-42 229TH STREET,11411,12765,22,01 ONE FAMILY DWELLINGS,1,0,1,4000,1163,1941,1,A2,18-04-2014,738542
PR13826,5,NY,CAMBRIA HEIGHTS,117-13 220 STREET,11411,12737,106,02  TWO FAMILY HOMES,2,0,2,4000,1365,1945,1,B3,30-05-2013,424000
PR13827,5,NY,CAMBRIA HEIGHTS,115-91 220TH STREET,11411,11302,18,01 ONE FAMILY DWELLINGS,1,0,1,4000,1339,1941,1,A2,18-12-2014,335000
PR13828,5,NY,CAMBRIA HEIGHTS,226-07 LINDEN BOULEVARD,11411,11327,7,05  TAX CLASS 1 VACANT LAND,2,0,2,3127,2150,2012,1,V0,13-08-2012,560000
PR13829,5,NY,CAMBRIA HEIGHTS,119-07 227TH   STREET,11411,12787,82,01  ONE FAMILY HOMES,1,0,1,4000,1738,1945,1,A2,20-08-2012,494118
PR13830,5,NY,CAMBRIA HEIGHTS,115-03 227TH STREET,11411,11291,33,01 ONE FAMILY DWELLINGS,1,0,1,2925,784,1941,1,A5,21-03-2015,339690
PR13831,5,NY,CAMBRIA HEIGHTS,117-13 228TH   STREET,11411,12745,49,01  ONE FAMILY HOMES,1,0,1,4000,1155,1950,1,A2,21-05-2013,225000
PR13832,5,NY,CAMBRIA HEIGHTS,116-23 230 STREET,11411,11331,19,01  ONE FAMILY HOMES,1,0,1,4000,1156,1945,1,A2,13-11-2012,424000
PR13833,5,NY,LAURELTON,121-36 235TH STREET,11422,12861,60,01 ONE FAMILY DWELLINGS,1,0,1,3800,1125,1941,1,A2,22-02-2015,340000
PR13834,5,NY,LAURELTON,231-04 125 AVE,11413,12858,7,01  ONE FAMILY HOMES,1,0,1,1800,1732,1950,1,A5,05-12-2012,305000
PR13835,5,NY,LAURELTON,128-32 237 STREET,11422,12877,58,01 ONE FAMILY DWELLINGS,1,0,1,3895,1700,1946,1,A1,25-06-2014,630000
PR13836,5,NY,LAURELTON,222-21 135TH AVENUE,11413,13104,12,01  ONE FAMILY HOMES,1,0,1,2000,960,1945,1,A5,13-09-2012,265000
PR13837,5,NY,LAURELTON,218-17 137TH ROAD,11413,13032,4,02 TWO FAMILY DWELLINGS,2,0,2,2893,2600,1995,1,B2,27-02-2015,500000
PR13838,5,NY,LAURELTON,137-56 LAURELTON PKWY,11422,13202,4,01  ONE FAMILY HOMES,1,0,1,3895,1675,1950,1,A2,13-09-2012,310000
PR13839,5,NY,LAURELTON,136-40 222ND STREET,11413,13116,151,01 ONE FAMILY DWELLINGS,1,0,1,2400,1050,1956,1,A5,28-12-2014,460000
PR13840,5,NY,LAURELTON,130-40 FRANCIS LEWIS BLVD,11413,12908,6,01 ONE FAMILY DWELLINGS,1,0,1,3970,1230,1941,1,A2,28-12-2014,620000
PR13841,5,NY,LAURELTON,220-43 135TH AVENUE,11413,13101,15,01 ONE FAMILY DWELLINGS,1,0,1,2500,1720,2002,1,A1,05-03-2015,510365
PR13842,5,NY,LAURELTON,128-28 237TH STREET,11422,12877,55,01 ONE FAMILY DWELLINGS,1,0,1,3895,1594,1946,1,A1,27-04-2014,495000
PR13843,5,NY,LAURELTON,13735 218 STREET,11413,13033,16,02 TWO FAMILY DWELLINGS,2,0,2,4455,2554,1951,1,B3,12-02-2015,882500
PR13844,5,NY,LAURELTON,128-18 FRANCIS LEWIS BLVD,11413,12825,252,01 ONE FAMILY DWELLINGS,1,0,1,3784,1750,1946,1,A1,02-05-2014,320000
PR13845,5,NY,LAURELTON,131-59 233RD STREET,11422,12944,13,01 ONE FAMILY DWELLINGS,1,0,1,3120,1281,1951,1,A2,31-07-2014,500000
PR13846,5,NY,LAURELTON,135-25 217TH STREET,11413,13015,9,02 TWO FAMILY DWELLINGS,2,0,2,5000,1968,1951,1,B2,24-05-2014,835000
